Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,current,2023-08-01,2023-09-30,4,9505,0.1
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,all,95058,1.0
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,3+,47528,0.5
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,1,9505,0.1
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,2,38023,0.4
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,3,33270,0.35
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,4,14258,0.15
Aug 2023,SOM,16955266,Gedo,Dolow IDPS,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,all,1754,1.0
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,3+,350,0.2
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,1,877,0.5
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,2,526,0.3
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,3,263,0.15
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,4,87,0.05
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,all,1754,1.0
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,3+,525,0.3
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,1,438,0.25
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,2,789,0.45
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,3,438,0.25
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,4,87,0.05
Aug 2023,SOM,16955266,Gedo,Garbahaarey (3),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,all,2961,1.0
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,3+,444,0.15
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,1,1628,0.55
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,2,888,0.3
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,3,296,0.1
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,4,148,0.05
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,all,2961,1.0
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,3+,444,0.15
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,1,1628,0.55
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,2,888,0.3
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,3,444,0.15
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Gedo,Belet xaawo idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,all,797,1.0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,3+,119,0.15
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,1,518,0.65
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,2,159,0.2
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,3,119,0.15
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,all,797,1.0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,3+,119,0.15
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,1,358,0.45
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,2,318,0.4
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,3,119,0.15
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Gedo,Ceel waaq (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,all,44614,1.0
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,3+,6691,0.15
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,1,24537,0.55
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,2,13384,0.3
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,3,4461,0.1
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,4,2230,0.05
Aug 2023,SOM,16955266,Gedo,Doolow (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,all,44614,1.0
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,3+,6692,0.15
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,1,24537,0.55
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,2,13384,0.3
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,3,6692,0.15
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Gedo,Doolow (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,all,67483,1.0
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,3+,20244,0.3
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,1,26993,0.4
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,2,20244,0.3
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,3,13496,0.2
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,4,6748,0.1
Aug 2023,SOM,16955266,Gedo,Baardheere urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,all,67483,1.0
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,3+,33741,0.5
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,1,6748,0.1
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,2,26993,0.4
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,3,23619,0.35
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,4,10122,0.15
Aug 2023,SOM,16955266,Gedo,Baardheere urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,all,6376,1.0
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,3+,2231,0.35
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,1,2231,0.35
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,2,1912,0.3
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,3,1275,0.2
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,4,956,0.15
Aug 2023,SOM,16955266,Gedo,Doolow,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,all,6376,1.0
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,3+,3506,0.55
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,1,1275,0.2
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,2,1594,0.25
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,3,1912,0.3
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,4,1594,0.25
Aug 2023,SOM,16955266,Gedo,Doolow,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,all,29037,1.0
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,3+,4354,0.15
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,1,15970,0.55
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,2,8711,0.3
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,3,2903,0.1
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,4,1451,0.05
Aug 2023,SOM,16955266,Gedo,Baardheere (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,all,29037,1.0
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,3+,4355,0.15
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,1,15970,0.55
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,2,8711,0.3
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,3,4355,0.15
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Gedo,Baardheere (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,all,9595,1.0
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,3+,3358,0.35
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,1,3358,0.35
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,2,2878,0.3
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,3,1919,0.2
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,4,1439,0.15
Aug 2023,SOM,16955266,Gedo,Luuq (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,all,9595,1.0
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,3+,5276,0.55
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,1,1919,0.2
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,2,2398,0.25
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,3,2878,0.3
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,4,2398,0.25
Aug 2023,SOM,16955266,Gedo,Luuq (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,all,372,1.0
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,3+,55,0.15
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,1,204,0.55
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,2,111,0.3
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,3,37,0.1
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,4,18,0.05
Aug 2023,SOM,16955266,Gedo,Luuq urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,all,372,1.0
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,3+,55,0.15
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,1,204,0.55
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,2,111,0.3
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,3,37,0.1
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,4,18,0.05
Aug 2023,SOM,16955266,Gedo,Luuq urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,all,7741,1.0
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,3+,1161,0.15
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,1,4257,0.55
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,2,2322,0.3
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,3,774,0.1
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,4,387,0.05
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,all,7741,1.0
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,3+,1161,0.15
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,1,4257,0.55
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,2,2322,0.3
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,3,774,0.1
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,4,387,0.05
Aug 2023,SOM,16955266,Gedo,Belet xaawo urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,all,158754,1.0
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,3+,39687,0.25
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,1,71439,0.45
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,2,47626,0.3
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,3,31750,0.2
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,4,7937,0.05
Aug 2023,SOM,16955266,Nugaal,Garoowe,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,all,158754,1.0
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,3+,31750,0.2
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,1,79377,0.5
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,2,47626,0.3
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,3,31750,0.2
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,all,107317,1.0
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,3+,32194,0.3
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,1,42926,0.4
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,2,32195,0.3
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,3,21463,0.2
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,4,10731,0.1
Aug 2023,SOM,16955266,Nugaal,Burtinle,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,all,107317,1.0
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,3+,16097,0.15
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,1,64390,0.6
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,2,26829,0.25
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,3,16097,0.15
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Burtinle,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,all,16130,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,3+,806,0.05
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,1,11291,0.7
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,2,4032,0.25
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,3,806,0.05
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,4,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,all,16130,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,3+,1613,0.1
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,1,9678,0.6
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,2,4839,0.3
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,3,1613,0.1
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,all,30652,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,3+,9195,0.3
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,1,12260,0.4
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,2,9195,0.3
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,3,6130,0.2
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,4,3065,0.1
Aug 2023,SOM,16955266,Nugaal,Eyl (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,all,30652,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,3+,4597,0.15
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,1,18391,0.6
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,2,7663,0.25
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,3,4597,0.15
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,all,38308,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,3+,9576,0.25
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,1,15323,0.4
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,2,13407,0.35
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,3,7661,0.2
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,4,1915,0.05
Aug 2023,SOM,16955266,Nugaal,Eyl (2),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,all,38308,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,3+,9576,0.25
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,1,15323,0.4
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,2,13407,0.35
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,3,7661,0.2
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,4,1915,0.05
Aug 2023,SOM,16955266,Nugaal,Eyl (2),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,all,78192,1.0
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,3+,23457,0.3
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,1,31276,0.4
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,2,23457,0.3
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,3,15638,0.2
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,4,7819,0.1
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,all,78192,1.0
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,3+,11728,0.15
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,1,46915,0.6
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,2,19548,0.25
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,3,11728,0.15
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Garoowe (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,all,3471,1.0
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,3+,867,0.25
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,1,1561,0.45
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,2,1041,0.3
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,3,694,0.2
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,4,173,0.05
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,all,3471,1.0
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,3+,867,0.25
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,1,1041,0.3
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,2,1561,0.45
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,3,694,0.2
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,4,173,0.05
Aug 2023,SOM,16955266,Nugaal,Burtinle idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,all,22996,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,3+,8047,0.35
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,1,5749,0.25
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,2,9198,0.4
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,3,6898,0.3
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,4,1149,0.05
Aug 2023,SOM,16955266,Nugaal,Eyl (3),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,all,22996,1.0
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,3+,4599,0.2
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,1,6898,0.3
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,2,11498,0.5
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,3,4599,0.2
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Nugaal,Eyl (3),projected,2023-10-01,2023-12-31,5,0,0
